"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95","adjust.p"
"10366_11_PDGFRA_PDGFRA","ieu-a-8","Coronary heart disease","PDGFRA","Weighted median",3,-0.0934131321242627,0.119640474467776,0.434930706826795,-0.327908462081104,0.141082197832579,0.910817134739453,0.720428963255096,1.15151929648508,1.30479212048039
"10366_11_PDGFRA_PDGFRA","ieu-a-8","Coronary heart disease","PDGFRA","Inverse variance weighted",3,-0.0894076725610275,0.117065683510478,0.44502256811676,-0.318856412241564,0.140041067119509,0.914472692148456,0.726979927230642,1.15032103825878,1.33506770435028
"10366_11_PDGFRA_PDGFRA","ieu-a-8","Coronary heart disease","PDGFRA","Simple mode",3,-0.00899830052248524,0.162967663507945,0.960986645173399,-0.328414920998058,0.310418319953087,0.991042063025155,0.720064187962271,1.36399558137256,2.8829599355202
"10366_11_PDGFRA_PDGFRA","ieu-a-8","Coronary heart disease","PDGFRA","Weighted mode",3,-0.126262485720853,0.140056528502778,0.462463967813385,-0.400773281586297,0.148248310144591,0.881383465843269,0.669801900249232,1.15980085092747,1.38739190344015
"10419_1_SCARA5_SCAR5","ieu-a-8","Coronary heart disease","SCARA5","MR Egger",8,0.232485115095346,0.266446042961527,0.41646019032171,-0.289749129109246,0.754719359299938,1.26173166546367,0.748451308674686,2.12701451274458,3.33168152257368
"10419_1_SCARA5_SCAR5","ieu-a-8","Coronary heart disease","SCARA5","Weighted median",8,0.204132320856906,0.117854036211374,0.0832597700244969,-0.0268615901173866,0.435126231831198,1.22646042901468,0.973495973663431,1.54515809477701,0.666078160195975
"10419_1_SCARA5_SCAR5","ieu-a-8","Coronary heart disease","SCARA5","Inverse variance weighted",8,0.00125813256194025,0.13266181952692,0.992433169524657,-0.258759033710822,0.261275298834703,1.00125892434273,0.772009028783124,1.29858511519766,7.93946535619726
"10419_1_SCARA5_SCAR5","ieu-a-8","Coronary heart disease","SCARA5","Simple mode",8,0.180616742821431,0.228137033264573,0.454520569823202,-0.266531842377132,0.627765328019993,1.19795596607683,0.766031611070381,1.87341942019051,3.63616455858562
"10419_1_SCARA5_SCAR5","ieu-a-8","Coronary heart disease","SCARA5","Weighted mode",8,0.214922526704951,0.135307306358641,0.156218496246293,-0.0502797937579854,0.480124847167887,1.2397658445003,0.950963313675137,1.61627617710035,1.24974796997034
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","MR Egger",3,0.540133792643391,1.27485044418735,0.744871128828309,-1.95857307796382,3.0388406632506,1.71623646663838,0.141059558375444,20.881021061896,2.23461338648493
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Weighted median",3,1.00279479624475,0.189453202853521,1.20259947655637e-07,0.631466518651847,1.37412307383765,2.72588949829705,1.880366150254,3.95160993294972,3.60779842966911e-07
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Inverse variance weighted",3,0.930157299085045,0.270254079385843,0.000577882542586661,0.400459303488792,1.4598552946813,2.53490788494986,1.4925100553111,4.30533647817976,0.00173364762775998
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Simple mode",3,1.15433489048852,0.248489991530472,0.0433488841546186,0.667294507088791,1.64137527388824,3.17191304625473,1.94895729117995,5.16226415967778,0.130046652463856
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Weighted mode",3,1.06294886258707,0.201956303515088,0.0342545405909775,0.667114507697499,1.45878321747665,2.89489506267424,1.94860651162489,4.30072329836745,0.102763621772933
"10442_1_TMEM190_TM190","ieu-a-8","Coronary heart disease","TMEM190","MR Egger",4,0.147983269559426,0.173786341446754,0.484170374232942,-0.192637959676212,0.488604498795064,1.15949349736364,0.824780523900248,1.63003990937009,1.93668149693177
"10442_1_TMEM190_TM190","ieu-a-8","Coronary heart disease","TMEM190","Weighted median",4,0.0103669968802896,0.0549815478485242,0.850442301606575,-0.0973968369028179,0.118130830663397,1.01042092037291,0.907195925869959,1.12539133743155,3.4017692064263
"10442_1_TMEM190_TM190","ieu-a-8","Coronary heart disease","TMEM190","Inverse variance weighted",4,0.0238757589050324,0.0635667040111215,0.707213063997489,-0.100714980956766,0.148466498766831,1.02416306684503,0.90419070773342,1.16005393388611,2.82885225598996
"10442_1_TMEM190_TM190","ieu-a-8","Coronary heart disease","TMEM190","Simple mode",4,0.0130238629078336,0.0606129720131389,0.843646927955075,-0.105777562237919,0.131825288053586,1.01310904279907,0.89962473633457,1.14090897142644,3.3745877118203
"10442_1_TMEM190_TM190","ieu-a-8","Coronary heart disease","TMEM190","Weighted mode",4,0.0130238629078336,0.0578714571435043,0.836400041213982,-0.100404193093435,0.126451918909102,1.01310904279907,0.904471762903526,1.1347948876882,3.34560016485593
"10455_196_IL31_IL_31","ieu-a-8","Coronary heart disease","IL31","MR Egger",4,0.0948678969491561,0.102853759741543,0.453713969107167,-0.106725472144269,0.296461266042581,1.09951359643122,0.898772377178667,1.34509045831167,1.81485587642867
"10455_196_IL31_IL_31","ieu-a-8","Coronary heart disease","IL31","Weighted median",4,0.0371858205083255,0.0613421402651133,0.544379624793631,-0.0830447744112966,0.157416415427948,1.03788586339927,0.920309939961844,1.17048291957893,2.17751849917452
"10455_196_IL31_IL_31","ieu-a-8","Coronary heart disease","IL31","Inverse variance weighted",4,0.0190247032234467,0.0603083634819386,0.752414596306923,-0.0991796892011529,0.137229095648046,1.01920682600039,0.905579970461423,1.14709091195611,3.00965838522769
"10455_196_IL31_IL_31","ieu-a-8","Coronary heart disease","IL31","Simple mode",4,0.0148881141263068,0.136057424089899,0.919774220674634,-0.251784437089895,0.281560665342508,1.01499949415717,0.777412301266105,1.32519638737575,3.67909688269854
"10455_196_IL31_IL_31","ieu-a-8","Coronary heart disease","IL31","Weighted mode",4,0.038573113952262,0.0646098363277001,0.592551686412188,-0.0880621652500301,0.165208393154554,1.03932671486393,0.915703949988907,1.17963892177481,2.37020674564875
"10499_1_TMEM106A_T106A","ieu-a-8","Coronary heart disease","TMEM106A","MR Egger",5,0.206041699589254,0.577512626665912,0.74487955037981,-0.925883048675934,1.33796644785444,1.22880444356754,0.396181417087552,3.81128517241294,3.72439775189905
"10499_1_TMEM106A_T106A","ieu-a-8","Coronary heart disease","TMEM106A","Weighted median",5,0.114605441368541,0.134027669319475,0.392502475026093,-0.14808879049763,0.377299673234711,1.12143088003693,0.862354542653674,1.45834126974091,1.96251237513046
"10499_1_TMEM106A_T106A","ieu-a-8","Coronary heart disease","TMEM106A","Inverse variance weighted",5,0.0801124204409245,0.133273400072519,0.547764489917738,-0.181103443701212,0.341328284583061,1.08340885813049,0.834349046078189,1.40681500073966,2.73882244958869
"10499_1_TMEM106A_T106A","ieu-a-8","Coronary heart disease","TMEM106A","Simple mode",5,0.169734558633718,0.214911356202933,0.473834815407456,-0.25149169952403,0.590960816791466,1.18499026413524,0.777639912364384,1.80572255071874,2.36917407703728
"10499_1_TMEM106A_T106A","ieu-a-8","Coronary heart disease","TMEM106A","Weighted mode",5,0.130608044641098,0.158016842367581,0.454947080986857,-0.179104966399362,0.440321055681557,1.13952105238575,0.836018140977214,1.55320580401821,2.27473540493428
"10550_37_BMPR1B_BMP_RIB","ieu-a-8","Coronary heart disease","BMPR1B","MR Egger",4,-0.235015626270337,0.258854420591525,0.459760695906162,-0.742370290629727,0.272339038089052,0.790558496051439,0.475984356098668,1.31303209374713,1.83904278362465
"10550_37_BMPR1B_BMP_RIB","ieu-a-8","Coronary heart disease","BMPR1B","Weighted median",4,-0.0555768029047234,0.0742573004262183,0.454197490993191,-0.201121111740111,0.0899675059306645,0.945939369989156,0.817813378754365,1.09413873010781,1.81678996397276
"10550_37_BMPR1B_BMP_RIB","ieu-a-8","Coronary heart disease","BMPR1B","Inverse variance weighted",4,-0.0345159760979506,0.0718380971682429,0.630893966899815,-0.175318646547707,0.106286694351806,0.966072905487837,0.83918957330046,1.11214067525546,2.52357586759926
"10550_37_BMPR1B_BMP_RIB","ieu-a-8","Coronary heart disease","BMPR1B","Simple mode",4,-0.0756128841764004,0.140688094570041,0.628264214732278,-0.351361549533681,0.200135781180881,0.92717506123319,0.703729274863848,1.22156861292873,2.51305685892911
"10550_37_BMPR1B_BMP_RIB","ieu-a-8","Coronary heart disease","BMPR1B","Weighted mode",4,-0.0782084861915428,0.0804244408515893,0.402553060873905,-0.235840390260658,0.0794234178775722,0.924771604334019,0.789906740680779,1.08266264375141,1.61021224349562
"10552_88_KLRC4_NKG2F","ieu-a-8","Coronary heart disease","KLRC4","MR Egger",3,1.67295725628378,1.88594080460984,0.538053356079515,-2.0234867207515,5.36940123331907,5.32790049011673,0.1321937379418,214.734253486981,1.61416006823855
"10552_88_KLRC4_NKG2F","ieu-a-8","Coronary heart disease","KLRC4","Weighted median",3,0.138967763173309,0.17954588843198,0.438933276227903,-0.212942178153372,0.49087770449999,1.14908705648623,0.808202867647713,1.63374954017083,1.31679982868371
"10552_88_KLRC4_NKG2F","ieu-a-8","Coronary heart disease","KLRC4","Inverse variance weighted",3,0.0641423335709358,0.188677229215513,0.733888156950907,-0.305665035691469,0.43394970283334,1.06624415029898,0.736633324007201,1.54334124047269,2.20166447085272
"10552_88_KLRC4_NKG2F","ieu-a-8","Coronary heart disease","KLRC4","Simple mode",3,0.240474855698855,0.24716311920093,0.433206934734225,-0.243964857934968,0.724914569332678,1.27185295357346,0.783515168120053,2.06455471614518,1.29962080420268
"10552_88_KLRC4_NKG2F","ieu-a-8","Coronary heart disease","KLRC4","Weighted mode",3,0.24753268201073,0.264350505122522,0.447926478650479,-0.270594308029414,0.765659672050873,1.2808612228199,0.762925946560771,2.15041247387045,1.34377943595144
"10569_28_SCGB1A1_Urinary_protein_1","ieu-a-8","Coronary heart disease","SCGB1A1","MR Egger",4,-0.0356226454290267,0.0874158641269826,0.723114373508596,-0.206957739117913,0.135712448259859,0.965004373596541,0.813054009641163,1.1453524981341,2.89245749403438
"10569_28_SCGB1A1_Urinary_protein_1","ieu-a-8","Coronary heart disease","SCGB1A1","Weighted median",4,-0.0598850047664252,0.0558863343986054,0.28392217616663,-0.169422220187692,0.0496522106548413,0.941872838243901,0.844152409943,1.05090553906199,1.13568870466652
"10569_28_SCGB1A1_Urinary_protein_1","ieu-a-8","Coronary heart disease","SCGB1A1","Inverse variance weighted",4,-0.0597475275126092,0.0529623192364177,0.259271827495821,-0.163553673215988,0.0440586181907694,0.942002333236251,0.849120922727797,1.04504361165884,1.03708730998328
"10569_28_SCGB1A1_Urinary_protein_1","ieu-a-8","Coronary heart disease","SCGB1A1","Simple mode",4,-0.0511841622633115,0.0880892789910353,0.60198194320646,-0.223839149085741,0.121470824559118,0.950103681175398,0.799443715280411,1.12915642180815,2.40792777282584
"10569_28_SCGB1A1_Urinary_protein_1","ieu-a-8","Coronary heart disease","SCGB1A1","Weighted mode",4,-0.0580074703190986,0.0604342872198825,0.407942261484451,-0.176458673270068,0.0604437326318712,0.943642898096904,0.838233419885549,1.06230782262333,1.6317690459378
"10575_31_PUF60_PUF60","ieu-a-8","Coronary heart disease","PUF60","MR Egger",3,-0.788958730096956,0.460100755811067,0.336107271568174,-1.69075621148665,0.112838751292736,0.45431761633278,0.18438004095542,1.11945140830186,1.00832181470452
"10575_31_PUF60_PUF60","ieu-a-8","Coronary heart disease","PUF60","Weighted median",3,-0.142670929532533,0.146617267153315,0.330511512223278,-0.43004077315303,0.144698914087964,0.867039338996528,0.650482571957162,1.15569155543347,0.991534536669834
"10575_31_PUF60_PUF60","ieu-a-8","Coronary heart disease","PUF60","Inverse variance weighted",3,-0.0600662252735199,0.163885963843839,0.713982819153366,-0.381282714407444,0.261150263860404,0.941702167035564,0.682984772687413,1.2984227567916,2.1419484574601
"10575_31_PUF60_PUF60","ieu-a-8","Coronary heart disease","PUF60","Simple mode",3,-0.12565018668976,0.260269463139759,0.676935606992267,-0.635778334443688,0.384477961064168,0.881923301338935,0.529523181751094,1.46884732576292,2.0308068209768
"10575_31_PUF60_PUF60","ieu-a-8","Coronary heart disease","PUF60","Weighted mode",3,-0.1744888602628,0.166407294327155,0.404405975928049,-0.500647157144023,0.151669436618424,0.839886210288759,0.606138266047008,1.1637754712858,1.21321792778415
"10580_14_SFTA2_SFTA2","ieu-a-8","Coronary heart disease","SFTA2","MR Egger",3,-0.36953987327747,0.811403194390167,0.727932328148787,-1.9598901342822,1.22081038772726,0.691052229092228,0.140873897282713,3.38993378152205,2.18379698444636
"10580_14_SFTA2_SFTA2","ieu-a-8","Coronary heart disease","SFTA2","Weighted median",3,-0.124533564301088,0.0974187002920686,0.201131946813518,-0.315474216873542,0.0664070882713668,0.882908626658079,0.729442878115846,1.06866166825945,0.603395840440554
"10580_14_SFTA2_SFTA2","ieu-a-8","Coronary heart disease","SFTA2","Inverse variance weighted",3,-0.112561604352643,0.0918235482637024,0.220256325517856,-0.2925357589495,0.0674125502442137,0.893542299318033,0.746368555203211,1.06973670729359,0.660768976553568
"10580_14_SFTA2_SFTA2","ieu-a-8","Coronary heart disease","SFTA2","Simple mode",3,-0.130756649775085,0.117564213885176,0.381818730394824,-0.361182508990029,0.0996692094398592,0.877431271509974,0.696851805141107,1.10480539842716,1.14545619118447
"10580_14_SFTA2_SFTA2","ieu-a-8","Coronary heart disease","SFTA2","Weighted mode",3,-0.12455662201647,0.10063152870952,0.34140118831219,-0.32179441828713,0.0726811742541895,0.882888269036957,0.724847190340498,1.0753876209921,1.02420356493657
"10582_36_POMK_SG196","ieu-a-8","Coronary heart disease","POMK","MR Egger",5,-0.288725096725849,0.241924209094799,0.318467204458936,-0.762896546551656,0.185446353099958,0.749218139615011,0.466313769397031,1.20375562028547,1.59233602229468
"10582_36_POMK_SG196","ieu-a-8","Coronary heart disease","POMK","Weighted median",5,-0.0731428577746874,0.0742063848517582,0.324296065032448,-0.218587372084134,0.0723016565347587,0.929468038805223,0.803653259516865,1.07497956977091,1.62148032516224
"10582_36_POMK_SG196","ieu-a-8","Coronary heart disease","POMK","Inverse variance weighted",5,-0.0381446779848002,0.0804017634100846,0.635196236016803,-0.195732134268566,0.119442778298966,0.962573667598103,0.822232453079841,1.12686876087496,3.17598118008401
"10582_36_POMK_SG196","ieu-a-8","Coronary heart disease","POMK","Simple mode",5,-0.0770075997384376,0.116521930727021,0.544809059401758,-0.305390583963398,0.151375384486523,0.925882817112524,0.73683552204146,1.16343331093637,2.72404529700879
"10582_36_POMK_SG196","ieu-a-8","Coronary heart disease","POMK","Weighted mode",5,-0.0809210516436797,0.0768192816497106,0.351584546982349,-0.231486843677112,0.069644740389753,0.922266499994777,0.793353133044446,1.07212723008805,1.75792273491174
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","MR Egger",3,0.109932192787437,0.0643237065336033,0.337031410357458,-0.0161422720184258,0.236006657593299,1.11620238132063,0.983987316234622,1.26618273986854,1.01109423107237
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Weighted median",3,0.0967394288179116,0.0442447759199872,0.0287819745773397,0.0100196680147366,0.183459189621087,1.10157329796441,1.0100700329611,1.20136593621218,0.0863459237320191
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Inverse variance weighted",3,0.0941662773586463,0.0450299227045891,0.036510730341073,0.00590762885765157,0.182424925859641,1.09874242671746,1.00592511331061,1.20012404929014,0.109532191023219
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Simple mode",3,0.140617903466231,0.0997087600175825,0.293877068968139,-0.054811266168231,0.336047073100692,1.15098477665986,0.946663798580348,1.39940489758815,0.881631206904417
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Weighted mode",3,0.0984413355943909,0.0471905515637531,0.172282244108393,0.00594785452943478,0.190934816659347,1.10344966927662,1.00596557813791,1.21038055286197,0.516846732325179
"10605_22_APMAP_APMAP","ieu-a-8","Coronary heart disease","APMAP","MR Egger",4,-0.168739630737558,0.263359087124433,0.587320268109682,-0.684923441501447,0.34744418002633,0.844728816174357,0.504128823443262,1.41544529829019,2.34928107243873
"10605_22_APMAP_APMAP","ieu-a-8","Coronary heart disease","APMAP","Weighted median",4,-0.13520342328599,0.112483008274005,0.229367498372405,-0.35567011950304,0.0852632729310603,0.873538195602665,0.700703730608629,1.08900373416588,0.91746999348962
"10605_22_APMAP_APMAP","ieu-a-8","Coronary heart disease","APMAP","Inverse variance weighted",4,-0.107394848011068,0.0974356597234041,0.270369094072575,-0.29836874106894,0.0835790450468038,0.898170961948515,0.742027673217425,1.08717114739081,1.0814763762903
"10605_22_APMAP_APMAP","ieu-a-8","Coronary heart disease","APMAP","Simple mode",4,-0.144064510867576,0.152911617003216,0.415624624983803,-0.443771280193879,0.155642258458727,0.865831890691077,0.641612153453694,1.16840814018619,1.66249849993521
"10605_22_APMAP_APMAP","ieu-a-8","Coronary heart disease","APMAP","Weighted mode",4,-0.153919342316942,0.139308470480221,0.349865726073174,-0.426963944458176,0.119125259824291,0.857341169375058,0.652487077578904,1.12651101602316,1.3994629042927
"10606_34_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","Wald ratio",1,0.2802,0.250034645669291,0.26243913073671,-0.209867905511811,0.770267905511811,1.32339446476427,0.810691326753528,2.16034494458229,0.26243913073671
"9039_47_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","MR Egger",6,0.203864808745745,0.466781515486509,0.684837509046638,-0.711026961607814,1.1187565790993,1.22613237987658,0.491139556913054,3.06104566781604,4.10902505427983
"9039_47_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","Weighted median",6,0.0994015584224388,0.0883783368884939,0.260704464698418,-0.0738199818790092,0.272623098723887,1.1045097357072,0.928838886623044,1.31340512745682,1.56422678819051
"9039_47_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","Inverse variance weighted",6,0.0402905273878561,0.123490243006372,0.74422396914633,-0.201750348904633,0.282331403680345,1.04111320215754,0.817298942051129,1.32621816074604,4.46534381487798
"9039_47_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","Simple mode",6,0.139676141070911,0.100367498823464,0.222766920544382,-0.057044156623079,0.336396438764901,1.14990133273307,0.944552360203114,1.39989388702278,1.33660152326629
"9039_47_TOR1AIP1_TOIP1","ieu-a-8","Coronary heart disease","TOR1AIP1","Weighted mode",6,0.113765055823255,0.0871543558112515,0.248617017964399,-0.0570574815667977,0.284587593213308,1.12048884162848,0.944539774179929,1.32921373830338,1.49170210778639
